Point	Segment	Pseudotime	Trajectories_1	Trajectories_2	Trajectories_3	Trajectories_4	Trajectories_5	Trajectories_6	Trajectories_7	Trajectory_15__46	Trajectory_15__47	Trajectory_15__48	Trajectory_15__49	Trajectory_15__50	Trajectory_15__51	Trajectory_15__52	Trajectory_15__53
1047	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1048	11	10	47							0	1	0	0	0	0	0	0
1049	12	8	49							0	0	0	1	0	0	0	0
1050	1	7.42203443230163	48							0	0	1	0	0	0	0	0
1051	0	3.59209547295823	46							1	0	0	0	0	0	0	0
1052	0	4	46							1	0	0	0	0	0	0	0
1053	12	4.60226334711591	49							0	0	0	1	0	0	0	0
1054	1	6	48							0	0	1	0	0	0	0	0
1055	11	9	47							0	1	0	0	0	0	0	0
1056	2	2.557052333288	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1057	4	5.73540296324665	50	51	53					0	0	0	0	1	1	0	1
1058	2	3.0426471515716	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1059	1	9	48							0	0	1	0	0	0	0	0
1060	12	4.83276193063705	49							0	0	0	1	0	0	0	0
1061	2	3.82559606706186	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1062	12	5.37113126422968	49							0	0	0	1	0	0	0	0
1063	10	11.9310446092273	52							0	0	0	0	0	0	1	0
1064	1	4.64340961946572	48							0	0	1	0	0	0	0	0
1065	0	3.97024507855806	46							1	0	0	0	0	0	0	0
1066	11	7.87996743681101	47							0	1	0	0	0	0	0	0
1067	8	10.5030569783788	53							0	0	0	0	0	0	0	1
1068	0	4	46							1	0	0	0	0	0	0	0
1069	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1070	0	3.91860650390706	46							1	0	0	0	0	0	0	0
1071	0	1.08318323182206	46							1	0	0	0	0	0	0	0
1072	0	3.35603726367999	46							1	0	0	0	0	0	0	0
1073	12	6.85122570286646	49							0	0	0	1	0	0	0	0
1074	12	6.66495666591521	49							0	0	0	1	0	0	0	0
1075	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1076	1	0.128861805576317	48							0	0	1	0	0	0	0	0
1077	0	2	46							1	0	0	0	0	0	0	0
1078	1	4	48							0	0	1	0	0	0	0	0
1079	1	1	48							0	0	1	0	0	0	0	0
1080	9	5.95041903476803	47	52						0	1	0	0	0	0	1	0
1081	12	5.10218961533024	49							0	0	0	1	0	0	0	0
1082	2	1.66861052293541	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1083	12	6.15061111979805	49							0	0	0	1	0	0	0	0
1084	0	3.21272614500284	46							1	0	0	0	0	0	0	0
1085	1	4	48							0	0	1	0	0	0	0	0
1086	1	4	48							0	0	1	0	0	0	0	0
1087	0	1.46598531988869	46							1	0	0	0	0	0	0	0
1088	9	6.01978767391376	47	52						0	1	0	0	0	0	1	0
1089	10	8.89765333279192	52							0	0	0	0	0	0	1	0
1090	12	8.81373079750357	49							0	0	0	1	0	0	0	0
1091	1	4.94344568369978	48							0	0	1	0	0	0	0	0
1092	1	4	48							0	0	1	0	0	0	0	0
1093	1	7.17886389759022	48							0	0	1	0	0	0	0	0
1094	1	1	48							0	0	1	0	0	0	0	0
1095	0	1.82849347205307	46							1	0	0	0	0	0	0	0
1096	1	2	48							0	0	1	0	0	0	0	0
1097	1	2.71420670230377	48							0	0	1	0	0	0	0	0
1098	1	7	48							0	0	1	0	0	0	0	0
1099	0	3.25585913189065	46							1	0	0	0	0	0	0	0
1100	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1101	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1102	1	5.96408786303811	48							0	0	1	0	0	0	0	0
1103	1	4	48							0	0	1	0	0	0	0	0
1104	1	3	48							0	0	1	0	0	0	0	0
1105	1	4.37184372217207	48							0	0	1	0	0	0	0	0
1106	1	2.89781756840991	48							0	0	1	0	0	0	0	0
1107	11	10	47							0	1	0	0	0	0	0	0
1108	11	10.159982608001	47							0	1	0	0	0	0	0	0
1109	1	8.23364670647483	48							0	0	1	0	0	0	0	0
1110	12	6.54298117250039	49							0	0	0	1	0	0	0	0
1111	1	6.20625205755972	48							0	0	1	0	0	0	0	0
1112	1	2	48							0	0	1	0	0	0	0	0
1113	2	2.02583736819543	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1114	1	3	48							0	0	1	0	0	0	0	0
1115	12	8.22991088968235	49							0	0	0	1	0	0	0	0
1116	0	3	46							1	0	0	0	0	0	0	0
1117	3	4.4217467629983	47	50	51	52	53			0	1	0	0	1	1	1	1
1118	12	7.79816954594605	49							0	0	0	1	0	0	0	0
1119	2	2.96773953787919	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1120	1	4	48							0	0	1	0	0	0	0	0
1121	1	4	48							0	0	1	0	0	0	0	0
1122	1	2	48							0	0	1	0	0	0	0	0
1123	1	4	48							0	0	1	0	0	0	0	0
1124	12	8.33773946341792	49							0	0	0	1	0	0	0	0
1125	8	10	53							0	0	0	0	0	0	0	1
1126	1	7	48							0	0	1	0	0	0	0	0
1127	1	6.68488268252606	48							0	0	1	0	0	0	0	0
1128	0	1.97208976662574	46							1	0	0	0	0	0	0	0
1129	0	3.61366099537641	46							1	0	0	0	0	0	0	0
1130	0	3.77432523295818	46							1	0	0	0	0	0	0	0
1131	1	7	48							0	0	1	0	0	0	0	0
1132	1	1	48							0	0	1	0	0	0	0	0
1133	0	3.30790655029008	46							1	0	0	0	0	0	0	0
1134	2	2.50151743487934	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1135	1	0.868956529727538	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1136	1	0.122979776014541	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1137	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1138	0	1.18781804513396	46							1	0	0	0	0	0	0	0
1139	0	2.91061371051129	46							1	0	0	0	0	0	0	0
1140	1	4	48							0	0	1	0	0	0	0	0
1141	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1142	1	6	48							0	0	1	0	0	0	0	0
1143	11	12.4273990433998	47							0	1	0	0	0	0	0	0
1144	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1145	0	1.57900043363487	46							1	0	0	0	0	0	0	0
1146	2	3.92410895492761	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1147	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1148	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1149	12	7.07890696582227	49							0	0	0	1	0	0	0	0
1150	0	2.5483866116897	46							1	0	0	0	0	0	0	0
1151	4	5.36376282822028	50	51	53					0	0	0	0	1	1	0	1
1152	1	4	48							0	0	1	0	0	0	0	0
1153	1	4	48							0	0	1	0	0	0	0	0
1154	1	6.16704080531262	48							0	0	1	0	0	0	0	0
1155	1	3.69897417934186	48							0	0	1	0	0	0	0	0
1156	1	5.88645419313997	48							0	0	1	0	0	0	0	0
1157	1	3	48							0	0	1	0	0	0	0	0
1158	1	3.91783342974225	48							0	0	1	0	0	0	0	0
1159	1	7.93397153823673	48							0	0	1	0	0	0	0	0
1160	1	0.557369520517605	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1161	1	1.29494262124066	48							0	0	1	0	0	0	0	0
1162	1	4	48							0	0	1	0	0	0	0	0
1163	1	8.28486515727463	48							0	0	1	0	0	0	0	0
1164	1	4	48							0	0	1	0	0	0	0	0
1165	1	4	48							0	0	1	0	0	0	0	0
1166	1	7	48							0	0	1	0	0	0	0	0
1167	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1168	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1169	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1170	11	8.17626051185285	47							0	1	0	0	0	0	0	0
1171	2	1.63064826023338	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1172	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1173	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1174	0	2.83162728243198	46							1	0	0	0	0	0	0	0
1175	5	7.16940607363645	51							0	0	0	0	0	1	0	0
1176	2	1.03417817636923	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1177	2	2.37978410700643	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1178	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1179	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1180	0	3.26620665280813	46							1	0	0	0	0	0	0	0
1181	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1182	0	3.02270156484453	46							1	0	0	0	0	0	0	0
1183	8	10.2047309353508	53							0	0	0	0	0	0	0	1
1184	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1185	11	10	47							0	1	0	0	0	0	0	0
1186	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1187	0	3.00531053399345	46							1	0	0	0	0	0	0	0
1188	11	10.3782444251571	47							0	1	0	0	0	0	0	0
1189	0	2.30717773705296	46							1	0	0	0	0	0	0	0
1190	1	3	48							0	0	1	0	0	0	0	0
1191	1	6.48810105793627	48							0	0	1	0	0	0	0	0
1192	11	10.3805965083054	47							0	1	0	0	0	0	0	0
1193	1	8.21779110023465	48							0	0	1	0	0	0	0	0
1194	0	2.44485326645461	46							1	0	0	0	0	0	0	0
1195	8	10.382285761432	53							0	0	0	0	0	0	0	1
1196	12	5.66632974174853	49							0	0	0	1	0	0	0	0
1197	1	8	48							0	0	1	0	0	0	0	0
1198	12	8	49							0	0	0	1	0	0	0	0
1199	1	3.23739255431128	48							0	0	1	0	0	0	0	0
1200	11	10	47							0	1	0	0	0	0	0	0
1201	0	2.34971825880264	46							1	0	0	0	0	0	0	0
1202	0	3.18265263464352	46							1	0	0	0	0	0	0	0
1203	0	3.02743425173541	46							1	0	0	0	0	0	0	0
1204	11	13.0622561252019	47							0	1	0	0	0	0	0	0
1205	12	5.44556609710492	49							0	0	0	1	0	0	0	0
1206	8	11	53							0	0	0	0	0	0	0	1
1207	12	8.26420772913074	49							0	0	0	1	0	0	0	0
1208	11	10	47							0	1	0	0	0	0	0	0
1209	12	7	49							0	0	0	1	0	0	0	0
1210	1	3	48							0	0	1	0	0	0	0	0
1211	1	4	48							0	0	1	0	0	0	0	0
1212	1	4.1521257192737	48							0	0	1	0	0	0	0	0
1213	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1214	12	6.92158216815024	49							0	0	0	1	0	0	0	0
1215	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1216	1	7	48							0	0	1	0	0	0	0	0
1217	12	8.06453129315713	49							0	0	0	1	0	0	0	0
1218	1	3.2655541642564	48							0	0	1	0	0	0	0	0
1219	1	7.33859283805116	48							0	0	1	0	0	0	0	0
1220	1	4	48							0	0	1	0	0	0	0	0
1221	11	12.7280914968351	47							0	1	0	0	0	0	0	0
1222	11	10	47							0	1	0	0	0	0	0	0
1223	1	6.262230844081	48							0	0	1	0	0	0	0	0
1224	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1225	2	1.41894102413556	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1226	1	6.51751295471051	48							0	0	1	0	0	0	0	0
1227	1	2.39654101267148	48							0	0	1	0	0	0	0	0
1228	1	6.5827782246452	48							0	0	1	0	0	0	0	0
1229	0	4	46							1	0	0	0	0	0	0	0
1230	1	2.32535404228194	48							0	0	1	0	0	0	0	0
1231	12	8.27009933401229	49							0	0	0	1	0	0	0	0
1232	11	10	47							0	1	0	0	0	0	0	0
1233	12	7.6329149093289	49							0	0	0	1	0	0	0	0
1234	1	6	48							0	0	1	0	0	0	0	0
1235	11	8.17794857662729	47							0	1	0	0	0	0	0	0
1236	11	10.4184415365712	47							0	1	0	0	0	0	0	0
1237	11	10	47							0	1	0	0	0	0	0	0
1238	0	4	46							1	0	0	0	0	0	0	0
1239	0	3.9550545511281	46							1	0	0	0	0	0	0	0
1240	2	2	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1241	0	3	46							1	0	0	0	0	0	0	0
1242	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1243	2	3.90886386345542	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1244	0	3.65189773369186	46							1	0	0	0	0	0	0	0
1245	1	7.98051744723448	48							0	0	1	0	0	0	0	0
1246	11	10	47							0	1	0	0	0	0	0	0
1247	0	3.50720118815538	46							1	0	0	0	0	0	0	0
1248	10	9.34265122209053	52							0	0	0	0	0	0	1	0
1249	0	2	46							1	0	0	0	0	0	0	0
1250	2	2.04798230415877	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1251	1	5.85997640506216	48							0	0	1	0	0	0	0	0
1252	12	8.27084181692504	49							0	0	0	1	0	0	0	0
1253	0	1.70532492953084	46							1	0	0	0	0	0	0	0
1254	1	1.62504473712292	48							0	0	1	0	0	0	0	0
1255	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1256	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1257	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1258	11	10.7059559513641	47							0	1	0	0	0	0	0	0
1259	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1260	12	6.84802743638407	49							0	0	0	1	0	0	0	0
1261	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1262	2	3.36893018796832	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1263	11	12.288565498105	47							0	1	0	0	0	0	0	0
1264	1	2.818407280461	48							0	0	1	0	0	0	0	0
1265	11	10.5453291483003	47							0	1	0	0	0	0	0	0
1266	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1267	0	2.29932680902106	46							1	0	0	0	0	0	0	0
1268	6	6.70487421311876	50	53						0	0	0	0	1	0	0	1
1269	1	3.94340610222062	48							0	0	1	0	0	0	0	0
1270	2	2.36803189771519	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1271	2	1.53255412092252	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1272	11	10.1623655175825	47							0	1	0	0	0	0	0	0
1273	12	7.37949042745406	49							0	0	0	1	0	0	0	0
1274	12	8	49							0	0	0	1	0	0	0	0
1275	0	1.64039481423102	46							1	0	0	0	0	0	0	0
1276	1	0.154731187458932	48							0	0	1	0	0	0	0	0
1277	0	2.01844516594138	46							1	0	0	0	0	0	0	0
1278	12	8.00427529882	49							0	0	0	1	0	0	0	0
1279	1	4.77452296131935	48							0	0	1	0	0	0	0	0
1280	11	9.45018571226982	47							0	1	0	0	0	0	0	0
1281	1	1	48							0	0	1	0	0	0	0	0
1282	0	3.34408886105974	46							1	0	0	0	0	0	0	0
1283	1	4.45528563037918	48							0	0	1	0	0	0	0	0
1284	1	4	48							0	0	1	0	0	0	0	0
1285	1	6.85249927363104	48							0	0	1	0	0	0	0	0
1286	0	3.61236505020765	46							1	0	0	0	0	0	0	0
1287	12	8.05346584516356	49							0	0	0	1	0	0	0	0
1288	12	6.86541586342767	49							0	0	0	1	0	0	0	0
1289	0	0.589948616434439	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1290	2	2.25745889538146	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1291	0	2.8106115029252	46							1	0	0	0	0	0	0	0
1292	2	1.03269471708645	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1293	1	0.125824745241815	48							0	0	1	0	0	0	0	0
1294	12	5.469951742164	49							0	0	0	1	0	0	0	0
1295	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1296	0	3.76654581880055	46							1	0	0	0	0	0	0	0
1297	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1298	1	0	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1299	0	2	46							1	0	0	0	0	0	0	0
1300	2	1.56273540220008	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1301	0	3.13490273796991	46							1	0	0	0	0	0	0	0
1302	0	3.2618233887888	46							1	0	0	0	0	0	0	0
1303	1	7	48							0	0	1	0	0	0	0	0
1304	0	2.63360895875395	46							1	0	0	0	0	0	0	0
1305	0	3.02211540623889	46							1	0	0	0	0	0	0	0
1306	0	2.27563782426917	46							1	0	0	0	0	0	0	0
1307	0	1.85091051606261	46							1	0	0	0	0	0	0	0
1308	1	3.22124820150292	48							0	0	1	0	0	0	0	0
1309	1	6	48							0	0	1	0	0	0	0	0
1310	12	7	49							0	0	0	1	0	0	0	0
1311	8	10.8787137444176	53							0	0	0	0	0	0	0	1
1312	1	7.35130101490947	48							0	0	1	0	0	0	0	0
1313	2	4.26285044501655	49							0	0	0	1	0	0	0	0
1314	1	0.822684762327975	48							0	0	1	0	0	0	0	0
1315	1	1.09820763237261	48							0	0	1	0	0	0	0	0
1316	1	0.549750167283045	46	47	49	50	51	52	53	1	1	0	1	1	1	1	1
1317	9	7.06571700394869	47							0	1	0	0	0	0	0	0
1318	0	4	46							1	0	0	0	0	0	0	0
1319	12	8.21645524154898	49							0	0	0	1	0	0	0	0
1320	12	5.64364532708724	49							0	0	0	1	0	0	0	0
1321	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1322	10	8.13047492978736	52							0	0	0	0	0	0	1	0
1323	2	3.25778303527097	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1324	10	7.64624223502368	52							0	0	0	0	0	0	1	0
1325	5	11.1608544467306	51							0	0	0	0	0	1	0	0
1326	5	11.2999750297372	51							0	0	0	0	0	1	0	0
1327	5	6.68725151116564	51							0	0	0	0	0	1	0	0
1328	11	13.2739071451974	47							0	1	0	0	0	0	0	0
1329	12	4.35267807268649	49							0	0	0	1	0	0	0	0
1330	5	10.0619201296734	51							0	0	0	0	0	1	0	0
1331	5	8.05844886356018	51							0	0	0	0	0	1	0	0
1332	12	6.32704525379894	49							0	0	0	1	0	0	0	0
1333	0	4	46							1	0	0	0	0	0	0	0
1334	5	8	51							0	0	0	0	0	1	0	0
1335	12	8.28722907981778	49							0	0	0	1	0	0	0	0
1336	7	12.4038968465709	50							0	0	0	0	1	0	0	0
1337	5	8.11372883734771	51							0	0	0	0	0	1	0	0
1338	5	8.64489538331391	51							0	0	0	0	0	1	0	0
1339	11	12.5865079346293	47							0	1	0	0	0	0	0	0
1340	12	9	49							0	0	0	1	0	0	0	0
1341	5	8	51							0	0	0	0	0	1	0	0
1342	5	7	51							0	0	0	0	0	1	0	0
1343	5	8.15950098153058	51							0	0	0	0	0	1	0	0
1344	5	7	51							0	0	0	0	0	1	0	0
1345	5	9	51							0	0	0	0	0	1	0	0
1346	1	9	48							0	0	1	0	0	0	0	0
1347	5	7.25690879234953	51							0	0	0	0	0	1	0	0
1348	5	7.54998336871735	51							0	0	0	0	0	1	0	0
1349	5	8	51							0	0	0	0	0	1	0	0
1350	5	8	51							0	0	0	0	0	1	0	0
1351	5	12	51							0	0	0	0	0	1	0	0
1352	6	7	50	53						0	0	0	0	1	0	0	1
1353	8	10.7373715615183	53							0	0	0	0	0	0	0	1
1354	12	8.43951103020253	49							0	0	0	1	0	0	0	0
1355	11	13.0302634476667	47							0	1	0	0	0	0	0	0
1356	7	12.4863908646488	50							0	0	0	0	1	0	0	0
1357	5	11.1780727423524	51							0	0	0	0	0	1	0	0
1358	5	8	51							0	0	0	0	0	1	0	0
1359	8	11	53							0	0	0	0	0	0	0	1
1360	7	12.2421193338401	50							0	0	0	0	1	0	0	0
1361	5	7	51							0	0	0	0	0	1	0	0
1362	7	12	50							0	0	0	0	1	0	0	0
1363	7	13	50							0	0	0	0	1	0	0	0
1364	8	10.8741069690308	53							0	0	0	0	0	0	0	1
1365	7	12.431169441474	50							0	0	0	0	1	0	0	0
1366	7	12	50							0	0	0	0	1	0	0	0
1367	7	12.3480754830489	50							0	0	0	0	1	0	0	0
1368	7	12.3470151879071	50							0	0	0	0	1	0	0	0
1369	5	8	51							0	0	0	0	0	1	0	0
1370	11	13.908116406846	47							0	1	0	0	0	0	0	0
1371	7	12.0067063174786	50							0	0	0	0	1	0	0	0
1372	7	12.250160072467	50							0	0	0	0	1	0	0	0
1373	7	12.0590264428804	50							0	0	0	0	1	0	0	0
1374	7	12.0793069869012	50							0	0	0	0	1	0	0	0
1375	10	11.5844800041223	52							0	0	0	0	0	0	1	0
1376	11	14	47							0	1	0	0	0	0	0	0
1377	5	7.75309204810727	51							0	0	0	0	0	1	0	0
1378	1	5.15855569001214	48							0	0	1	0	0	0	0	0
1379	10	8	52							0	0	0	0	0	0	1	0
1380	7	11.9509737508955	50							0	0	0	0	1	0	0	0
1381	5	11.4144296058108	51							0	0	0	0	0	1	0	0
1382	9	5.7030019751184	47	52						0	1	0	0	0	0	1	0
1383	5	7.02443349494957	51							0	0	0	0	0	1	0	0
1384	5	8	51							0	0	0	0	0	1	0	0
1385	11	13.3772373078297	47							0	1	0	0	0	0	0	0
1386	12	5.06737079198453	49							0	0	0	1	0	0	0	0
1387	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1388	0	2.40093540078405	46							1	0	0	0	0	0	0	0
1389	7	13	50							0	0	0	0	1	0	0	0
1390	11	13.1661510122683	47							0	1	0	0	0	0	0	0
1391	12	4.63058739984172	49							0	0	0	1	0	0	0	0
1392	2	3	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1393	11	13.4485080312308	47							0	1	0	0	0	0	0	0
1394	11	9	47							0	1	0	0	0	0	0	0
1395	11	10.4859246585737	47							0	1	0	0	0	0	0	0
1396	5	7.93315844644713	51							0	0	0	0	0	1	0	0
1397	8	10.9598976682634	53							0	0	0	0	0	0	0	1
1398	5	11	51							0	0	0	0	0	1	0	0
1399	12	9	49							0	0	0	1	0	0	0	0
1400	5	11.2658370576851	51							0	0	0	0	0	1	0	0
1401	5	11.4421425287736	51							0	0	0	0	0	1	0	0
1402	5	8.49002030076323	51							0	0	0	0	0	1	0	0
1403	8	10.9124307093002	53							0	0	0	0	0	0	0	1
1404	12	6.21892757749094	49							0	0	0	1	0	0	0	0
1405	5	7.20870208895003	51							0	0	0	0	0	1	0	0
1406	5	7.70324744492398	51							0	0	0	0	0	1	0	0
1407	5	7.28689422815558	51							0	0	0	0	0	1	0	0
1408	5	9.95049292737042	51							0	0	0	0	0	1	0	0
1409	5	8.00517313511822	51							0	0	0	0	0	1	0	0
1410	5	6.76575305249022	51							0	0	0	0	0	1	0	0
1411	11	9.58183165406624	47							0	1	0	0	0	0	0	0
1412	5	11.3488896337008	51							0	0	0	0	0	1	0	0
1413	5	7	51							0	0	0	0	0	1	0	0
1414	5	11.1169699456503	51							0	0	0	0	0	1	0	0
1415	11	13.749735083498	47							0	1	0	0	0	0	0	0
1416	11	12.142787289475	47							0	1	0	0	0	0	0	0
1417	5	7	51							0	0	0	0	0	1	0	0
1418	12	8.07364328321649	49							0	0	0	1	0	0	0	0
1419	11	13.1983892727901	47							0	1	0	0	0	0	0	0
1420	1	9	48							0	0	1	0	0	0	0	0
1421	7	11.8539426725569	50							0	0	0	0	1	0	0	0
1422	2	2.70522978857348	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1423	12	8.34577778984029	49							0	0	0	1	0	0	0	0
1424	5	8	51							0	0	0	0	0	1	0	0
1425	11	8	47							0	1	0	0	0	0	0	0
1426	12	8.44714850926834	49							0	0	0	1	0	0	0	0
1427	12	8.35903097392713	49							0	0	0	1	0	0	0	0
1428	1	0.888864018961324	48							0	0	1	0	0	0	0	0
1429	11	14	47							0	1	0	0	0	0	0	0
1430	7	13	50							0	0	0	0	1	0	0	0
1431	12	8.54329047621651	49							0	0	0	1	0	0	0	0
1432	7	12	50							0	0	0	0	1	0	0	0
1433	5	8.66742973702602	51							0	0	0	0	0	1	0	0
1434	2	3.66371901259519	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1435	10	11.3944200777264	52							0	0	0	0	0	0	1	0
1436	12	9	49							0	0	0	1	0	0	0	0
1437	12	8.16320094800178	49							0	0	0	1	0	0	0	0
1438	3	4.47776033017958	47	50	51	52	53			0	1	0	0	1	1	1	1
1439	12	9	49							0	0	0	1	0	0	0	0
1440	12	5.96908978460144	49							0	0	0	1	0	0	0	0
1441	11	10	47							0	1	0	0	0	0	0	0
1442	5	6.55060029905658	51							0	0	0	0	0	1	0	0
1443	5	11	51							0	0	0	0	0	1	0	0
1444	5	11.0242326837341	51							0	0	0	0	0	1	0	0
1445	12	8.319418500386	49							0	0	0	1	0	0	0	0
1446	5	7	51							0	0	0	0	0	1	0	0
1447	7	12.3552217189212	50							0	0	0	0	1	0	0	0
1448	5	8	51							0	0	0	0	0	1	0	0
1449	7	12.7480173030431	50							0	0	0	0	1	0	0	0
1450	5	11.2639239128281	51							0	0	0	0	0	1	0	0
1451	5	7.40889699417374	51							0	0	0	0	0	1	0	0
1452	5	8	51							0	0	0	0	0	1	0	0
1453	0	4	46							1	0	0	0	0	0	0	0
1454	5	8.18293802549607	51							0	0	0	0	0	1	0	0
1455	5	10.1061324086037	51							0	0	0	0	0	1	0	0
1456	5	8	51							0	0	0	0	0	1	0	0
1457	5	7.05515520656592	51							0	0	0	0	0	1	0	0
1458	5	6.20786216003811	51							0	0	0	0	0	1	0	0
1459	5	8.42157985659661	51							0	0	0	0	0	1	0	0
1460	11	11	47							0	1	0	0	0	0	0	0
1461	7	11.5816694746179	50							0	0	0	0	1	0	0	0
1462	7	12.2024584890714	50							0	0	0	0	1	0	0	0
1463	11	13.1526585157615	47							0	1	0	0	0	0	0	0
1464	5	11	51							0	0	0	0	0	1	0	0
1465	8	10.7603034676038	53							0	0	0	0	0	0	0	1
1466	10	8.74292575518754	52							0	0	0	0	0	0	1	0
1467	11	11.082832313922	47							0	1	0	0	0	0	0	0
1468	5	9.70615727821369	51							0	0	0	0	0	1	0	0
1469	5	7	51							0	0	0	0	0	1	0	0
1470	5	8	51							0	0	0	0	0	1	0	0
1471	2	3.37072139053834	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1472	10	8.08420129540736	52							0	0	0	0	0	0	1	0
1473	7	12.9990113685018	50							0	0	0	0	1	0	0	0
1474	7	12	50							0	0	0	0	1	0	0	0
1475	1	9	48							0	0	1	0	0	0	0	0
1476	5	7.99741148636547	51							0	0	0	0	0	1	0	0
1477	5	11.332825959904	51							0	0	0	0	0	1	0	0
1478	5	7.83756512017394	51							0	0	0	0	0	1	0	0
1479	5	12	51							0	0	0	0	0	1	0	0
1480	11	13.7686090366059	47							0	1	0	0	0	0	0	0
1481	12	7.4496712266437	49							0	0	0	1	0	0	0	0
1482	11	9.06385019834672	47							0	1	0	0	0	0	0	0
1483	5	8	51							0	0	0	0	0	1	0	0
1484	5	11	51							0	0	0	0	0	1	0	0
1485	7	12.2329472833254	50							0	0	0	0	1	0	0	0
1486	5	11.4523491770534	51							0	0	0	0	0	1	0	0
1487	5	8.68725076221675	51							0	0	0	0	0	1	0	0
1488	5	8	51							0	0	0	0	0	1	0	0
1489	5	11.6268989740892	51							0	0	0	0	0	1	0	0
1490	7	12	50							0	0	0	0	1	0	0	0
1491	7	12.0480176874807	50							0	0	0	0	1	0	0	0
1492	5	6.74737639421467	51							0	0	0	0	0	1	0	0
1493	5	11.6414991524557	51							0	0	0	0	0	1	0	0
1494	5	11.5157738525438	51							0	0	0	0	0	1	0	0
1495	5	9.63221379274985	51							0	0	0	0	0	1	0	0
1496	7	12.0500745317763	50							0	0	0	0	1	0	0	0
1497	4	5.34663830596192	50	51	53					0	0	0	0	1	1	0	1
1498	5	7	51							0	0	0	0	0	1	0	0
1499	5	11.7056979242373	51							0	0	0	0	0	1	0	0
1500	1	1	48							0	0	1	0	0	0	0	0
