Point	Segment	Pseudotime	Trajectories_1	Trajectories_2	Trajectories_3	Trajectories_4	Trajectories_5	Trajectories_6	Trajectories_7	Trajectory_15__46	Trajectory_15__47	Trajectory_15__48	Trajectory_15__49	Trajectory_15__50	Trajectory_15__51	Trajectory_15__52	Trajectory_15__53
1501	12	5.1325621426049	49							0	0	0	1	0	0	0	0
1502	11	11.5160616206239	47							0	1	0	0	0	0	0	0
1503	12	8.6562930545578	49							0	0	0	1	0	0	0	0
1504	8	9.56184691794896	53							0	0	0	0	0	0	0	1
1505	11	13.945856574196	47							0	1	0	0	0	0	0	0
1506	7	12	50							0	0	0	0	1	0	0	0
1507	12	4.86972151393724	49							0	0	0	1	0	0	0	0
1508	12	8.13905108844755	49							0	0	0	1	0	0	0	0
1509	10	11.4743786507581	52							0	0	0	0	0	0	1	0
1510	0	3.50845155948248	46							1	0	0	0	0	0	0	0
1511	5	7.24722286772043	51							0	0	0	0	0	1	0	0
1512	7	12.1654002051598	50							0	0	0	0	1	0	0	0
1513	7	12.3230881991863	50							0	0	0	0	1	0	0	0
1514	5	8	51							0	0	0	0	0	1	0	0
1515	11	11.4905716385442	47							0	1	0	0	0	0	0	0
1516	5	8.88982416838479	51							0	0	0	0	0	1	0	0
1517	5	11.1948741641438	51							0	0	0	0	0	1	0	0
1518	5	8.66093500663753	51							0	0	0	0	0	1	0	0
1519	5	12	51							0	0	0	0	0	1	0	0
1520	1	8.71404405725136	48							0	0	1	0	0	0	0	0
1521	5	12	51							0	0	0	0	0	1	0	0
1522	5	7	51							0	0	0	0	0	1	0	0
1523	5	11.6200845134985	51							0	0	0	0	0	1	0	0
1524	5	11.3832771429216	51							0	0	0	0	0	1	0	0
1525	5	11.3890166178319	51							0	0	0	0	0	1	0	0
1526	3	4.32976406161312	47	50	51	52	53			0	1	0	0	1	1	1	1
1527	7	12.1362977735161	50							0	0	0	0	1	0	0	0
1528	5	9.98378726529071	51							0	0	0	0	0	1	0	0
1529	5	11	51							0	0	0	0	0	1	0	0
1530	5	6.67162365298552	51							0	0	0	0	0	1	0	0
1531	5	8	51							0	0	0	0	0	1	0	0
1532	5	6.57740929841604	51							0	0	0	0	0	1	0	0
1533	12	5.09815859428027	49							0	0	0	1	0	0	0	0
1534	7	12	50							0	0	0	0	1	0	0	0
1535	7	12.6791468532543	50							0	0	0	0	1	0	0	0
1536	5	10.076195482734	51							0	0	0	0	0	1	0	0
1537	7	12.2115084970216	50							0	0	0	0	1	0	0	0
1538	11	13.8589620767149	47							0	1	0	0	0	0	0	0
1539	12	8.22990707475862	49							0	0	0	1	0	0	0	0
1540	2	3.2852736887176	47	49	50	51	52	53		0	1	0	1	1	1	1	1
1541	9	5.47443375170662	47	52						0	1	0	0	0	0	1	0
1542	5	8.02066124819481	51							0	0	0	0	0	1	0	0
1543	12	6.07316673878835	49							0	0	0	1	0	0	0	0
1544	5	8	51							0	0	0	0	0	1	0	0
1545	7	12.17377137228	50							0	0	0	0	1	0	0	0
1546	11	9.13041918839603	47							0	1	0	0	0	0	0	0
1547	5	11.8758979317301	51							0	0	0	0	0	1	0	0
1548	1	1	48							0	0	1	0	0	0	0	0
1549	7	12.6047967861442	50							0	0	0	0	1	0	0	0
1550	5	12	51							0	0	0	0	0	1	0	0
1551	5	7	51							0	0	0	0	0	1	0	0
1552	7	12.4024227693756	50							0	0	0	0	1	0	0	0
1553	5	7	51							0	0	0	0	0	1	0	0
1554	1	4	48							0	0	1	0	0	0	0	0
1555	10	8.14178911330423	52							0	0	0	0	0	0	1	0
1556	7	12.1105200697319	50							0	0	0	0	1	0	0	0
1557	7	12.5283514909111	50							0	0	0	0	1	0	0	0
1558	7	12.684919721987	50							0	0	0	0	1	0	0	0
1559	5	8	51							0	0	0	0	0	1	0	0
1560	5	11.0372212799929	51							0	0	0	0	0	1	0	0
1561	7	12.3637690780119	50							0	0	0	0	1	0	0	0
1562	11	13.6661710200853	47							0	1	0	0	0	0	0	0
1563	8	10.5658852582457	53							0	0	0	0	0	0	0	1
1564	5	6.17714364394633	51							0	0	0	0	0	1	0	0
1565	7	12	50							0	0	0	0	1	0	0	0
1566	7	12.2240792820593	50							0	0	0	0	1	0	0	0
1567	7	12.6256178287205	50							0	0	0	0	1	0	0	0
1568	7	12.0844749843629	50							0	0	0	0	1	0	0	0
1569	7	12.1976486470529	50							0	0	0	0	1	0	0	0
1570	7	12	50							0	0	0	0	1	0	0	0
1571	5	11.5046073732433	51							0	0	0	0	0	1	0	0
1572	11	13.1264467003121	47							0	1	0	0	0	0	0	0
1573	5	11.929302125348	51							0	0	0	0	0	1	0	0
